a,b,c,d,e,key
-0.467010541,0.257796174,-0.303159001,-0.296864716,0.121528691,R
-0.42937737,-0.496324007,0.193301944,0.391892975,-0.268278681,Q
0.177703747,0.073098725,0.310261493,-0.457130271,0.203087612,X
0.043255522,0.410145952,0.172900415,-0.061667001,0.142016926,N
-0.382420432,0.167534841,-0.490232863,-0.279392539,-0.342140474,T
0.432676327,-0.217314254,0.096292155,-0.390240941,-0.052197666,Y
-0.214631405,0.371194024,0.094766202,-0.267571251,-0.195666104,X
0.110057087,0.462927447,-0.192535774,0.366930455,-0.411138031,L
0.325938317,0.175330419,0.116490035,0.241347399,-0.059457627,C
-0.068073201,0.221348766,0.386098475,0.464605776,-0.371493458,B
-0.202776754,0.214054496,0.076052969,0.448534429,-0.463496289,F
-0.002743502,0.467406494,-0.481050025,-0.034320231,-0.216169957,J
-0.011332457,0.277075426,0.060458475,0.473771302,-0.008472626,D
-0.095717416,0.077673051,-0.120954989,0.439040264,-0.143722491,X
0.461604357,0.386714957,0.425722512,-0.224635255,0.078588062,G
-0.098327861,0.424743512,-0.038162275,-0.088994208,0.178680154,F
-0.490073627,-0.128628123,0.45847452,0.373042221,0.46982094,B
-0.008004611,0.075693366,0.402131603,-0.035900289,0.314623009,D
0.109804876,0.368688207,-0.271003615,-0.441348599,-0.107452767,C
0.087634046,0.005263809,-0.446466348,-0.145753682,0.444776016,N
-0.177332836,-0.125361619,0.036009484,-0.1721649,0.011050124,G
-0.443728235,-0.123413104,-0.349195315,-0.388097422,0.04574079,N
0.230160217,0.239706192,-0.205760726,-0.493261439,0.267667901,E
0.093381123,-0.348534045,-0.359579127,-0.486619664,0.462954959,K
-0.174087951,0.248397309,-0.025767721,-0.47696028,-0.091446174,N
-0.011005856,-0.377338657,-0.368393289,0.490647272,-0.498133832,L
0.138673461,-0.062909846,-0.211225861,-0.077766114,0.380676596,T
-0.384591921,-0.271958312,0.373130855,-0.107252492,-0.248158625,Y
-0.336539805,0.438303539,0.276223765,-0.090860862,-0.131006116,M
0.376470957,-0.15203013,-0.285887745,0.066746292,0.169228994,B
-0.348159443,0.215388584,0.044134907,-0.482797907,-0.021329517,W
-0.447394956,-0.010123598,-0.129942963,-0.384853952,-0.041201024,C
-0.313012603,0.252361308,-0.164855574,-0.41480292,0.136340984,I
-0.070471975,0.313009381,-0.181350048,-0.469633291,-0.032894867,Y
0.137879133,-0.441403699,0.135606627,-0.353579961,-0.079974211,R
0.078403243,0.013761488,-0.047300617,0.144617929,0.053941921,E
-0.227642957,0.335192535,-0.429252182,0.136860793,-0.227344829,F
-0.244005843,-0.034645684,-0.466195817,0.085611027,-0.184178416,E
0.410136529,0.151716217,-0.46523565,-0.138008553,-0.360012474,R
-0.000873476,0.407861456,-0.202606503,-0.408008626,-0.280066333,T
-0.289969376,0.038487695,-0.431870455,-0.123113159,0.195546895,B
0.265651823,-0.202096713,-0.187271401,-0.446842198,-0.135847882,J
0.222487791,-0.10944807,-0.347596313,-0.318096527,-0.301142942,G
-0.192370127,0.070690831,0.182505905,0.143038779,-0.281034798,B
-0.490613472,-0.031386934,-0.250788986,-0.080528062,-0.015005828,E
0.161637312,0.469600252,-0.10688497,0.40147578,-0.023748086,L
-0.304156013,-0.34112465,-0.422138751,0.008299723,0.053625016,S
-0.152327052,-0.040990805,0.0862771,-0.268578921,0.057660786,F
0.329182854,-0.224991433,-0.330823133,-0.088082297,-0.033098553,L
-0.406475201,-0.37616963,-0.129202298,0.465085366,0.11329384,M
-0.110060245,0.424429179,0.437930959,-0.206456568,-0.115862212,Q
-0.428502842,-0.45361199,0.319251301,0.020741426,-0.146349143,H
0.366846407,-0.039477222,0.381996194,-0.286392479,0.41330131,U
0.238609519,0.250089992,-0.197665355,-0.362972288,-0.416234622,B
-0.432480972,0.327435102,-0.312225364,0.087295944,0.300135765,B
-0.167572245,0.345800911,0.045261557,0.403704437,-0.232275486,M
0.42884902,-0.083418892,0.374501654,-0.239318861,0.379710351,M
0.143213388,-0.0567822,-0.366836889,0.114299996,-0.28108936,H
0.3339543,-0.257048757,-0.11153635,0.47079491,-0.32967742,R
-0.251438725,-0.484073304,0.091748339,0.005804085,0.429712674,B
0.060415451,-0.418171705,-0.008823895,0.305312247,-0.364129496,L
-0.379932481,0.116258845,-0.433729994,0.201277593,-0.380546262,R
-0.114466117,-0.048295008,0.387530882,0.31405171,-0.408392187,G
-0.370622151,0.073162928,0.10941792,-0.093179128,0.294791153,N
0.334897352,0.175169772,-0.45342062,-0.27700413,-0.373385906,F
-0.418426843,0.330129044,-0.481757506,0.243120405,-0.43778354,W
0.387234313,-0.314708038,-0.34875549,0.104373861,0.387863201,W
0.450854274,-0.372384069,0.103261699,0.135249991,-0.128803163,Z
-0.213267063,0.218565562,0.489323437,0.249851061,0.029827084,E
0.455387746,-0.406475914,-0.329066627,0.486039497,0.154696098,S
0.358278849,0.40654692,-0.363875524,0.357651121,-0.235947117,I
-0.01419115,0.247036579,-0.263853432,-0.184587505,-0.182274837,W
-0.138687103,0.435762734,0.256177335,-0.151585636,0.493318542,H
0.222663092,0.143353612,-0.326887608,0.168656194,-0.217877265,N
0.026418111,0.186321605,-0.090080765,-0.317375177,0.423932139,R
-0.149877825,-0.059519466,-0.010739741,-0.11029004,0.391697571,O
0.370230858,-0.094478085,-0.334297668,0.264055949,0.310800751,K
0.289333201,-0.028427718,0.477309849,-0.462557666,-0.317544682,T
0.220500206,-0.39711338,-0.045244309,0.051730304,-0.01832622,R
0.223902364,-0.231498015,-0.211443581,0.222506306,0.138723845,S
-0.385525952,-0.314923437,-0.412927729,-0.098720719,-0.080019919,B
-0.333509281,-0.15777586,0.391707252,0.464483323,-0.139589572,O
-0.139097356,-0.373181949,-0.386547276,0.280734602,0.316812784,F
0.325487608,0.209620065,0.185135035,0.124640214,0.032773839,N
0.09432696,-0.317900179,-0.16977926,0.05307031,-0.336257053,N
0.317614004,0.303107793,0.002736843,-0.08558959,-0.423218274,J
-0.198456556,0.236599345,-0.213894785,0.369277505,-0.378809121,R
0.297833859,-0.262706861,0.139726273,-0.01347043,0.377217627,S
0.03915544,0.195800357,0.206034925,-0.388280772,-0.107868372,S
-0.142852588,-0.203920037,-0.347887599,0.390856722,0.087323415,E
-0.266875932,-0.256223754,0.456410631,-0.257002793,-0.493108456,Q
0.437159922,0.315808144,-0.235973642,-0.273074623,0.049759861,F
0.352257059,-0.448876391,-0.429198894,-0.038301661,-0.282793383,P
-0.302412363,-0.318046126,0.152413631,-0.062983482,-0.204438874,X
0.172275174,-0.420374351,-0.147883599,0.302194472,0.210828815,N
-0.016514081,0.269882748,-0.414535605,0.213634627,0.487117674,H
-0.371428689,0.04188574,-0.202515641,-0.418322671,0.47558589,E
0.147366013,0.054905309,0.084165782,-0.330288873,0.078835535,F
-0.301985064,-0.368295354,0.323938723,0.425817433,0.128602806,I
-0.494142889,-0.308012794,-0.409622977,-0.425318942,0.067688296,E
0.150894179,0.101120239,0.227460964,0.080304245,0.208799618,G
0.313935629,-0.473989868,0.0146885,0.079953487,0.432423058,B
0.051920286,-0.352736381,0.286201225,-0.483268276,-0.021649797,Y
0.226651848,0.407335169,0.234600148,0.318997695,0.261766461,A
0.072114511,-0.246975747,0.499375089,-0.371341918,0.494380957,W
-0.378352534,-0.294798395,0.425751574,-0.278373488,-0.339226024,T
0.449143391,0.396523493,-0.228858114,-0.281533181,0.093307417,P
-0.042336223,-0.38343977,-0.293014114,-0.427307347,0.451318315,O
-0.163226905,0.200779198,-0.420403618,-0.393411268,-0.282230824,C
-0.146809447,-0.300165383,-0.418335386,-0.479217491,0.424159597,K
0.415090728,-0.277161,0.414608502,0.323182863,0.261980119,G
-0.436995977,-0.169363927,-0.470895779,-0.361162084,-0.405119411,P
0.49402705,-0.134811002,-0.068850117,0.399167254,0.364413633,A
-0.49189244,0.398553599,0.086737956,0.460638757,-0.202646548,P
0.338133873,0.121722955,0.173679268,-0.437398874,0.069055579,N
0.219638794,0.318521643,-0.151873204,0.098448992,0.112990368,D
0.356742349,-0.058741738,0.349260723,0.032826,-0.454617797,A
-0.108107402,-0.421058923,0.105358219,-0.099853731,-0.305535917,J
0.051502312,0.463001691,0.396581131,-0.298535247,0.002565264,N
-0.077470715,0.494085019,0.373535931,-0.492225466,0.057045646,E
0.078815516,0.134960034,0.452243838,-0.346975087,-0.158757604,M
-0.332094426,0.281753601,0.124726959,0.473644928,-0.175256042,H
-0.474287701,0.317225527,-0.452122849,0.447760587,0.101548381,B
-0.419108043,0.013382148,0.012509897,-0.361562156,0.252229669,J
-0.461608771,-0.439794526,0.370954716,-0.383786739,0.06174192,N
0.427329993,-0.19827107,-0.138584471,-0.045932038,0.244389075,A
-0.219693336,-0.257257568,0.425540355,-0.015075186,0.121856335,R
0.303354163,0.003871423,0.203956433,0.360514914,0.325295786,B
-0.265698988,0.009177631,-0.11496758,-0.2913426,-0.14486072,Q
0.364113631,-0.268541857,0.445828072,-0.499559057,0.098623111,M
0.468640841,-0.223837876,-0.056650441,-0.442917815,0.463767601,W
-0.393229014,0.179003489,-0.229213136,-0.078177755,-0.392934478,E
0.460778953,0.262570648,0.414657648,-0.479669736,-0.163976053,T
0.497900924,-0.353274283,0.149863733,0.420060451,-0.33780911,O
0.361341956,-0.420200405,-0.15131366,-0.422502859,-0.020579204,V
-0.061380723,0.064254303,-0.163079468,0.260079213,0.193799437,A
0.063152117,0.062210258,-0.128910376,0.026997175,0.27577533,A
0.317695876,0.02886403,0.159567145,0.334105402,0.003304257,X
-0.464002501,-0.067649532,0.24375191,0.021341484,-0.44810951,D
0.219715302,0.059344481,0.071837437,0.154152034,-0.215007664,I
0.478033132,-0.129571746,0.387482399,-0.343800151,-0.235800835,E
-0.139833766,0.341602726,-0.229697635,-0.481441722,0.219576985,I
0.103237794,-0.45231716,-0.454828056,0.028263788,0.267409924,P
-0.141491805,0.072194066,-0.142207301,-0.169713267,0.316255865,E
0.456302396,0.18618545,0.495801133,-0.015030179,-0.115112277,D
0.025930189,0.142239067,0.14698928,-0.348571546,-0.070845604,S
0.116381002,0.038178169,-0.423165915,-0.341602514,0.027709406,N
-0.495947826,0.256335445,0.299722958,0.12533139,0.138761551,D
0.11089558,0.407573234,0.130240171,0.260354183,-0.26487697,R
-0.448462712,-0.11193715,-0.236105503,-0.225818788,0.407362233,Q
0.08963578,0.030868673,-0.225714607,-0.392946244,-0.367596088,K
-0.4447201,0.215138242,0.115878796,0.350509454,0.369215651,M
-0.247718848,0.005612388,-0.217475757,0.055879437,0.213649497,B
-0.250046132,0.288629481,0.273583915,-0.448999542,0.247611427,T
0.357914442,-0.343489811,-0.161459998,-0.304388391,0.40551099,V
0.174837496,0.480500518,0.275591362,0.225622426,0.103758472,L
-0.465860704,0.124650493,-0.13535325,0.429749716,-0.325238458,C
-0.037464796,0.419821729,0.366745426,-0.346042604,-0.393691747,U
-0.401529129,0.363242105,0.0981527,-0.101474904,0.468921611,S
0.332643819,-0.414091934,-0.412620782,0.128616006,-0.361917469,V
0.218333603,-0.397814507,-0.381397373,0.44539558,-0.246896724,Q
-0.428993551,0.454917611,-0.096475201,0.357915083,0.488389414,S
-0.073258617,0.380332912,0.385552143,0.206009015,0.450688364,B
-0.210980909,0.459017542,-0.162893944,-0.238175193,-0.030051254,V
-0.196907214,-0.039135287,-0.454387913,0.095910089,-0.12151272,W
-0.425814307,0.005282397,0.003112295,0.14654138,0.06675227,E
0.490923935,-0.450778753,0.010933107,0.473392144,0.038432725,D
-0.141194166,0.25899835,0.02876787,0.014960263,0.077471689,N
0.291203957,-0.476323926,-0.320671137,-0.341744664,-0.008272575,X
-0.240811316,-0.284820762,0.320473802,-0.028755554,0.274529819,R
0.165447829,0.160971067,-0.052495961,0.339817485,0.432225796,K
0.335496582,-0.273586262,-0.221349875,0.11374716,-0.236977803,F
0.199811326,-0.132807542,-0.26033337,0.425132289,0.292527538,O
0.039318432,-0.337221302,0.117955452,0.318956702,-0.100612474,R
-0.213231439,-0.243024081,0.427080551,0.305997715,0.118588487,L
0.339036972,-0.034812121,-0.096765352,0.459054732,0.176880817,Q
-0.074774944,-0.249256476,0.287863589,0.212966622,0.309397665,O
0.41198287,-0.35029548,0.232796681,0.440421426,0.497680143,Q
-0.365629181,0.027346872,-0.483114506,0.127700367,-0.15689695,L
-0.024140193,-0.438469744,-0.343079869,0.43557154,-0.331699397,G
-0.32422927,-0.284214594,0.198111611,0.25432379,-0.428856335,Y
-0.32408877,-0.154224171,0.476557435,0.132164523,-0.343468189,Y
-0.071683567,0.07687384,-0.288323155,-0.164156294,0.007409324,S
-0.271409104,0.344430848,-0.256790375,0.342459514,-0.399877452,S
0.447717215,-0.123574959,0.371589444,-0.21931913,0.002860032,S
0.159655075,-0.326611186,-0.369558125,-0.093668999,-0.164965149,R
0.183269718,0.372205451,-0.442639367,0.484232693,-0.122281161,U
-0.069632171,0.149001772,-0.357409967,0.418679175,-0.363040381,V
-0.480607608,0.131925817,-0.010819127,-0.010526885,0.005962649,E
0.06171133,-0.473944006,0.064059041,0.419912265,-0.07390699,Z
-0.490958316,0.272013527,-0.32108265,0.376949128,-0.446456836,Q
0.297872019,0.287342712,-0.077886078,-0.381126055,-0.490379547,J
0.456171176,-0.410244057,0.151868817,0.186793032,0.093451431,A
0.397405145,-0.214564051,0.207515275,-0.286186701,-0.08625349,U
0.069532758,-0.448433823,-0.140016645,0.373978881,0.44056971,V
0.477810463,-0.333149657,-0.097256801,-0.288931999,-0.394035952,U
-0.263643518,-0.005266998,0.409723824,-0.092817473,-0.490863185,T
0.072254443,-0.453863395,0.449692581,-0.253220837,0.087424172,S
-0.224189129,0.116901925,0.244567628,-0.299850212,-0.461582942,B
-0.177295021,-0.057026579,0.135925665,0.101016382,0.14004878,U
-0.099500537,-0.115857214,0.055686595,-0.329483165,0.168373498,I
0.283190983,0.402651331,0.250918212,-0.288056756,0.074160922,Z
-0.269178377,0.00705988,-0.38488362,-0.485052387,-0.338981248,V
-0.168343052,0.155208053,-0.339865256,-0.292597911,0.377220702,K
-0.036313401,-0.285877694,0.382030346,0.49037329,0.452825051,T
-0.24172502,0.426510261,-0.236497658,0.147679703,0.167187091,Q
0.457920271,0.324021428,0.112210995,0.121102665,-0.440954955,K
0.35315168,-0.108473794,0.414566518,-0.396856563,0.491493054,W
-0.192208335,0.218138461,-0.017629416,0.36016462,-0.3607113,A
0.027090366,0.356535412,0.088011762,0.408190997,-0.495986088,M
-0.369019471,0.487501834,-0.286748311,0.383444715,-0.249700157,S
-0.186089573,0.366261121,-0.171359885,-0.145840182,-0.062340051,T
-0.273928116,-0.158849534,0.29100651,0.369431255,-0.364923633,W
0.346585214,0.082657448,0.477910009,0.079543766,-0.289435398,P
0.372284931,-0.037951259,-0.414295914,-0.080441013,-0.100786361,Z
0.042216382,-0.489920501,-0.380936491,-0.373863481,0.258834451,R
-0.058470858,-0.424131892,0.359236419,0.12378869,-0.467135101,F
0.170167799,-0.346374055,-0.225848605,0.224916068,-0.061695647,P
-0.36965229,0.399522209,-0.151958299,0.460595869,-0.147135349,G
0.248605767,-0.288808997,-0.139288223,0.410427214,-0.376505356,Y
0.369508094,-0.338178244,-0.169718033,-0.363188067,0.084383383,L
0.275122461,0.066310741,-0.229456805,-0.019710565,-0.476934688,Q
0.412774311,-0.262887402,0.455262312,0.149514741,-0.409810738,O
-0.253452314,0.47513638,0.307343807,0.125583154,-0.334925323,U
-0.191700543,-0.199028334,-0.449730581,0.345257346,-0.076706195,M
-0.026787589,0.305760708,0.428752565,-0.161505946,0.228436605,H
-0.128076366,-0.134900302,-0.130515247,0.43016023,0.247295966,C
0.188318745,-0.127173348,-0.083873441,0.305475085,-0.244916796,O
0.336896271,-0.492642107,-0.176502108,0.373853281,0.053554066,X
-0.479788978,0.374414215,-0.091418584,-0.050815641,-0.113599557,A
-0.243436931,0.057204772,-0.122124952,-0.076154255,-0.496081354,B
-0.013082924,-0.080294007,-0.052504754,0.47711437,-0.042409681,M
-0.255675915,-0.161647611,-0.052222653,-0.088750699,0.023409116,V
0.393975972,-0.080825225,-0.089390089,-0.266257431,-0.279186466,J
0.479690386,-0.214078467,0.078464981,0.202594749,0.490390748,K
-0.235422794,0.423879843,0.272546766,-0.387235113,-0.111213565,K
0.162709917,0.352411188,0.333233412,0.056179435,-0.433642005,H
0.366924842,0.205319961,-0.466915964,0.497555928,-0.311434031,P
-0.011866072,-0.381500747,-0.253738855,0.289985963,-0.015506987,Y
-0.484254314,-0.010543344,0.264029093,0.164029444,0.032922853,N
-0.359536928,0.456849248,0.096199408,0.423560539,-0.449313597,R
0.499872023,0.326020039,0.371469313,-0.473197822,0.116709261,X
0.262906526,-0.364862878,-0.418551628,-0.472501679,0.210877688,B
-0.0255282,-0.483706784,-0.343598227,0.074505389,0.425637531,Z
0.031782929,-0.415188628,0.209733411,0.043339574,-0.375609294,V
0.19900325,0.029769021,0.374794182,-0.064236583,0.421631046,N
0.032073974,0.111247512,0.433521029,0.057210417,-0.068375349,F
0.498068466,-0.081157835,0.41036879,-0.460364214,0.129520549,Z
0.126919577,-0.437507212,-0.353919187,0.243834151,0.236461106,Q
-0.442943353,0.114380043,0.352055388,-0.035484871,-0.497891641,R
0.176492057,0.441959126,0.418209545,0.223335636,-0.012465322,F
-0.454366264,-0.405874235,-0.415405013,0.400903238,-0.491546162,W
-0.067156534,-0.436154805,0.171005492,-0.346808789,-0.195504282,Z
0.223192916,-0.465104129,-0.448229568,0.044222185,0.018457593,P
-0.157907827,0.233931228,0.020168813,-0.418381245,-0.067699964,W
-0.228872993,0.105001389,-0.049924656,0.221385529,0.324955164,X
0.297929645,-0.213799656,-0.33720375,0.070793142,-0.390310564,Z
-0.207742736,0.293001121,-0.290510807,0.084231611,0.142209507,F
0.315038444,-0.291625461,-0.211124883,-0.430121154,-0.221285199,L
0.192645256,-0.21693301,-0.487152974,-0.477464234,0.230286178,O
-0.144830228,-0.452506858,0.34633519,0.057024019,-0.414272937,H
-0.197083513,0.164102557,-0.24130202,-0.26338096,0.401543892,C
0.113141553,0.26705557,-0.151775472,0.264592131,0.38682186,Q
0.260490828,0.185119132,-0.133614734,-0.114533099,0.111145722,D
-0.234833478,-0.351095894,-0.309214507,0.197698134,0.167377066,C
0.256556161,0.102800915,-0.210407154,0.305718756,-0.425874663,G
-0.004899526,-0.128596837,-0.382853585,0.085161049,0.296472921,W
-0.261680659,0.037451889,-0.382430654,-0.444493377,-0.403716245,Z
-0.220499254,-0.199375357,-0.14891958,-0.147388866,0.383774406,T
-0.279657473,0.488183359,-0.219945211,-0.212617165,0.010090554,Q
0.434590061,-0.060682317,-0.266600553,0.153861092,0.11874834,J
0.330761726,-0.429045616,0.096561026,-0.46193534,-0.47310582,N
0.122743695,-0.19998793,0.198430687,0.302104651,0.181124304,V
-0.470674459,-0.015107865,0.042325027,-0.476430082,-0.240731857,D
0.416491175,-0.224354959,-0.345967398,-0.138958762,0.342488649,J
-0.476219338,0.287056614,-0.07948676,-0.153792134,0.303982956,H
0.13045834,0.096882905,0.387973325,-0.306842549,0.468841926,T
0.291799377,0.048148849,0.339125349,-0.120899605,-0.335589489,N
0.273065683,0.301909696,-0.406170285,-0.021312644,0.007322487,H
0.485320117,-0.358627944,-0.452820568,0.390853653,0.364938624,T
-0.148077421,0.349638235,0.252962716,0.377668696,0.057142203,D
0.369899973,-0.481632978,0.359419386,0.222647268,-0.474114194,W
-0.14825087,-0.327299057,-0.10465361,0.285422574,0.12140943,N
0.147920703,0.23184299,-0.148982465,0.134312267,-0.479198586,G
0.485565536,0.21560766,-0.200886691,-0.135889248,-0.383847574,P
-0.260404976,0.465618214,0.251922424,0.334171046,-0.32204578,R
0.085220501,-0.125180673,0.119040459,0.3385266,-0.428937472,I
0.460896355,0.331462797,-0.48202365,-0.032115344,-0.149491224,P
0.19902585,0.499507411,-0.034437402,0.32256171,-0.045848535,T
0.180594325,0.198631612,0.011413693,0.202250425,-0.457784135,S
0.332328679,-0.065472438,-0.000226059,0.437840436,-0.232443674,E
0.248292523,0.043287543,-0.238756749,-0.167581054,-0.277086099,F
0.40043691,0.22965538,-0.096517961,0.161099061,-0.364830453,J
0.310884054,0.385217586,0.094060654,0.440844814,-0.222885233,G
-0.222522269,0.191625987,0.383354893,0.34962752,0.308469196,E
0.211192372,0.332605396,-0.391540906,0.333168135,0.395190586,B
0.237066973,-0.439348912,0.094226893,0.338405125,0.481059018,T
-0.315706216,0.166048027,-0.302783655,0.034664007,-0.143835366,C
0.478972898,0.154811762,0.480305158,-0.092943542,-0.202561493,B
-0.252052297,-0.486818623,0.183324693,-0.038827208,-0.307203658,L
0.011207389,0.481729171,-0.363214461,0.449735008,0.228124353,U
-0.121059417,0.408121298,0.430808496,-0.460748294,0.086673243,K
-0.385670145,0.441423723,-0.154140541,0.469940093,0.438697948,R
-0.096655654,-0.490991626,-0.286838796,-0.141951878,0.4200635,H
-0.048742687,0.497176465,0.026442901,0.207014286,0.328977784,L
-0.365106969,-0.253724364,0.040923965,-0.256901769,-0.161499305,C
-0.312599118,-0.447777907,-0.220306152,0.153622182,-0.087480133,V
-0.28627451,0.432067327,0.174799464,-0.211128287,-0.14692218,S
0.110724512,-0.284457561,0.396712311,-0.471312798,0.308148766,D
0.034177441,-0.085028326,0.477851409,-0.267194221,-0.025871475,U
0.014499357,-0.20704547,0.200900664,0.310471249,-0.025888025,Y
0.348582925,-0.24804737,-0.257549069,-0.070671939,0.400566292,Q
0.38521685,0.374602783,0.398730963,0.016643389,0.070015625,U
0.383838274,0.224993163,-0.481714464,-0.224687862,0.469305712,E
-0.056838979,0.085596547,0.21340307,-0.408916529,0.126285495,W
0.343630259,0.490267262,0.155971577,-0.378794705,0.11288236,N
0.298822658,-0.49989393,-0.389321524,0.342831681,0.493607237,V
-0.339295652,-0.299599627,-0.421759244,0.162489757,-0.003519323,M
-0.095161529,-0.156048097,0.114085164,0.286976531,0.030762748,A
0.168164872,-0.473728652,0.04215769,0.10994628,-0.064815228,N
-0.08504993,0.0656962,-0.30402749,-0.45060196,0.002783442,P
-0.438012439,-0.248332747,-0.364979941,0.173016251,0.046882203,N
0.047374892,-0.168961422,0.399173098,-0.379728433,-0.44011919,P
-0.2808913,-0.347524777,-0.339189589,0.07626581,0.287626701,I
-0.0512381,0.098363051,0.356375095,-0.33424614,0.338089581,Q
0.33058157,-0.106166142,0.067354009,-0.471453114,-0.206192649,U
-0.183742143,-0.151755281,0.41993635,0.048367691,0.250687641,T
-0.248943364,-0.101551426,0.424994181,-0.096780404,-0.318697087,I
-0.194218133,-0.243492443,-0.490685928,0.19819371,0.287635958,H
0.492712479,0.056118512,0.055492473,-0.44392602,-0.402818737,H
-0.244071798,0.086534905,0.150524544,-0.203576954,-0.169572713,Y
0.405553718,0.42525773,0.182049487,0.055814215,0.112566799,K
0.313009095,0.317482416,-0.062000564,-0.214289116,0.150712217,D
-0.152984902,0.405579065,-0.117253896,0.078617984,-0.117102982,A
-0.180540669,-0.126478187,0.073545127,-0.460200901,0.425101693,M
-0.161621008,-0.43602601,0.243629291,-0.157694459,-0.363010884,G
0.052223804,0.426472273,0.391888205,0.081595293,0.128073694,S
-0.346127176,-0.367278725,0.075609348,0.064951463,-0.485635886,N
0.292069019,0.42335,0.083495839,-0.032495519,0.082383776,Q
-0.440660077,0.08615593,0.008454519,-0.252586397,-0.080030594,X
0.392199333,-0.211078474,0.010634018,0.448902886,-0.149258839,K
0.244048122,-0.277212918,-0.449655361,-0.38880107,0.321748788,C
0.39012458,0.499858696,-0.21813183,0.342199147,0.42019592,B
0.069580923,0.355739821,0.405314123,0.317896598,-0.076003198,U
0.21694601,0.102046109,0.279813137,-0.028417335,-0.057685021,Z
0.478292245,0.160181152,-0.037465598,0.345648458,0.194554629,Y
-0.117809574,0.457056961,-0.038265704,-0.137926657,-0.257223697,K
0.312902548,-0.431279566,0.273396686,0.369352422,0.313862578,M
0.229476878,0.047432093,0.353236844,0.238715113,-0.070228562,Q
-0.356942282,0.436501603,-0.210974265,0.176157093,0.315234443,D
-0.422107834,0.031650535,-0.232002376,-0.259516142,0.127401702,V
0.301717213,0.059881051,-0.08651719,-0.336219508,-0.219582983,I
0.20196635,0.401640481,0.029232749,0.20809106,0.163541271,E
0.232941585,0.079453298,0.089008374,-0.286819732,0.250847559,N
-0.17623666,-0.056032886,-0.339895767,0.400170103,-0.220223851,A
-0.42548267,-0.284506928,0.162873949,0.407083662,-0.325099923,X
-0.234427106,-0.438947063,-0.01961773,0.2438905,-0.149434443,N
-0.403735147,0.422935322,0.169913933,0.104918533,0.078609138,M
0.150737247,0.105393525,-0.114265684,-0.452178183,-0.238779255,W
0.373114873,-0.117724617,-0.085705183,0.494232,0.438283836,I
0.215399297,-0.074116039,-0.096160063,-0.487485488,0.460207453,N
-0.088637587,-0.25932718,-0.479122034,0.139919854,-0.065477583,N
-0.341601084,-0.315901819,0.272565413,-0.29178778,0.284873519,D
0.195781378,0.015133743,-0.447632297,0.464043562,0.15742158,M
0.456149809,-0.09931376,-0.477321709,0.143001995,0.087292572,K
0.267212302,-0.259028243,-0.172364544,0.46327267,-0.389658644,R
-0.490612087,0.425835419,0.367180325,0.187211543,0.438730358,V
-0.06563569,0.360833073,-0.206830921,-0.261235893,-0.096731581,J
0.478236091,0.49667251,-0.340729254,0.027845236,0.038566488,V
-0.466099544,-0.130997489,0.146274674,-0.083716033,0.307140604,W
-0.066426545,-0.047334391,-0.489349321,-0.326729124,0.134966788,Q
0.116912901,-0.482810072,-0.300479214,-0.302660852,-0.039216784,F
0.049675588,0.018794435,-0.050716487,0.432998708,0.420799508,J
0.128533053,-0.223797325,-0.128494694,-0.100678475,-0.046637765,Q
0.351270452,0.266266395,0.160593222,0.48500256,0.272137047,N
-0.051568811,-0.198910954,-0.431923202,-0.165918707,0.27986201,L
-0.074955046,-0.144390477,0.389106792,-0.357404108,-0.315888545,R
0.39724819,-0.148566151,0.260447622,0.272691091,0.14646145,S
0.415194101,0.437588572,-0.418711685,-0.003155996,0.233748932,T
0.171204427,-0.093394408,0.298537156,0.133058982,-0.061125683,T
-0.091467556,-0.482631412,-0.293826382,0.115246993,0.045407292,I
0.243434979,0.44347879,0.009351193,-0.407827779,0.487792935,R
0.118421767,-0.234026929,-0.130580647,-0.359062547,0.189371091,Z
-0.246923038,-0.143288379,0.489606579,0.351215838,-0.469259072,N
-0.326461296,-0.158761162,0.426658315,-0.396176316,0.210479706,P
0.085773832,-0.092886215,-0.272101159,0.411426458,0.268878036,G
-0.281074992,-0.390182753,0.28019105,-0.479128902,-0.471131225,S
-0.426896502,0.435790628,0.111687097,0.191114723,-0.132754719,Z
0.026274963,0.376458453,0.0742519,0.268331667,0.03021413,O
0.058094898,-0.15860933,-0.309106824,0.499563231,0.04655597,I
-0.119946273,-0.178930304,0.378533188,0.327180456,0.482377176,Z
-0.179914172,0.274061423,-0.338175309,-0.272537836,0.277613816,Z
0.260820257,0.345233771,-0.398612598,0.31172249,-0.247481832,G
-0.352146788,0.325435685,-0.114243322,-0.468201825,0.486241169,T
-0.22377568,0.107337962,-0.131997997,-0.419463902,0.06217855,T
0.330781339,0.177049702,-0.490013445,-0.102870211,0.168399836,X
-0.120358846,0.194659739,0.178700437,-0.223069259,0.071596128,Y
-0.11806618,0.20844033,-0.351537972,-0.242009433,0.221632665,W
0.293871412,-0.408862214,-0.132571715,0.107370164,-0.343585332,T
0.046353219,0.071476888,-0.331297156,-0.222760212,0.243875583,J
-0.458802276,-0.235703304,-0.265044493,-0.150399826,-0.438198436,L
-0.085095259,0.279618728,-0.350404858,-0.325748686,-0.189922251,Y
0.469513616,0.012325556,0.219874653,-0.110691305,-0.010085311,N
0.400958222,0.054526265,-0.245116051,-0.329152227,0.23633515,E
